Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR12072620,2020-06-23 02:37:14,2020-06-23 02:34:41,1426752,428877662,1426752,300,181,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072620/SRR12072620.1,SRX8600197,N18-04634,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890652,SAMN15315393,simple,573,Klebsiella pneumoniae,N18-04634,,,,,,,no,,,,,NML,SRA1090043,,public,100D7197BB0C28C00CEA9AD9EA9C432B,AE0BEB76F76A9E66699E81A843AEA1F5
SRR12072616,2020-06-23 02:37:14,2020-06-23 02:35:00,2530715,759214500,2530715,300,297,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12072616/SRR12072616.1,SRX8600201,N18-04635,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890656,SAMN15315372,simple,573,Klebsiella pneumoniae,N18-04635,,,,,,,no,,,,,NML,SRA1090043,,public,3A9626989D0447183DFD0D43DE8584C0,B75079C2895F0DE93F05DA4514BA3A3F
SRR12072618,2020-06-23 02:37:14,2020-06-23 02:35:00,1945758,583727400,1945758,300,228,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12072618/SRR12072618.1,SRX8600199,N18-04636,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890654,SAMN15315371,simple,562,Escherichia coli,N18-04636,,,,,,,no,,,,,NML,SRA1090043,,public,757560FA8F1CDEF04B3666316E5BB245,D6CF538F5D9B5D7220B1A7ECD3C71485
SRR12072631,2020-06-23 02:36:30,2020-06-23 02:34:10,766114,231366428,766114,302,101,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12072631/SRR12072631.1,SRX8600186,N18-04637,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890641,SAMN15315384,simple,573,Klebsiella pneumoniae,N18-04637,,,,,,,no,,,,,NML,SRA1090043,,public,7E21FC83D0AC95354B67276ADEAD7DEF,426369924A75E40CC1C127DBA12B2D17
SRR12072612,2020-06-23 02:37:14,2020-06-23 02:34:47,1678791,506994882,1678791,302,223,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072612/SRR12072612.1,SRX8600205,N18-04638,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890660,SAMN15315380,simple,573,Klebsiella pneumoniae,N18-04638,,,,,,,no,,,,,NML,SRA1090043,,public,479BFBA343ABC62AAB929B5D16A34288,EC7A12DB64201D877DCE64682C00DB71
SRR12072614,2020-06-23 02:36:30,2020-06-23 02:34:28,1138589,343853878,1138589,302,151,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12072614/SRR12072614.1,SRX8600203,N18-04639,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890658,SAMN15315379,simple,562,Escherichia coli,N18-04639,,,,,,,no,,,,,NML,SRA1090043,,public,FF8FAAFE4A57BF705B873516F6686B89,ACFA5CA6DAC08EDA33BD4FF8B44EE0E1
SRR12072637,2020-06-23 02:37:13,2020-06-23 02:34:42,1551908,468676216,1551908,302,207,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072637/SRR12072637.1,SRX8600180,N18-04640,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890635,SAMN15315367,simple,573,Klebsiella pneumoniae,N18-04640,,,,,,,no,,,,,NML,SRA1090043,,public,F57CABE8BFCFF770916CF05252A39539,99836AE8C694107C9B23E832301E18DC
SRR12072642,2020-06-23 02:37:13,2020-06-23 02:34:45,2323444,701680088,2323444,302,308,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072642/SRR12072642.1,SRX8600175,N18-04641,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890630,SAMN15315365,simple,562,Escherichia coli,N18-04641,,,,,,,no,,,,,NML,SRA1090043,,public,8388AE6A778BCD89265E9462942DCF08,B3FD8C09E57FAA7F0F83AE1F1D301B30
SRR12072640,2020-06-23 02:37:13,2020-06-23 02:35:33,2782304,840255808,2782304,302,363,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072640/SRR12072640.1,SRX8600177,N18-04642,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890632,SAMN15315374,simple,573,Klebsiella pneumoniae,N18-04642,,,,,,,no,,,,,NML,SRA1090043,,public,E03F8B5527C31D9BB7EC7457CFC84B9A,AFBD399BBFBC3A3DDC51C007E058FB4D
SRR12072630,2020-06-23 02:39:40,2020-06-23 02:36:42,4173326,1260344452,4173326,302,543,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12072630/SRR12072630.1,SRX8600187,N18-04643,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890642,SAMN15315375,simple,573,Klebsiella pneumoniae,N18-04643,,,,,,,no,,,,,NML,SRA1090043,,public,2D18442189D151440D9156E2898AF80F,126D3A27A5AA7313AC4A7D5B426B2535
SRR12072608,2020-06-23 02:37:14,2020-06-23 02:34:42,1474549,443276652,1474549,300,192,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072608/SRR12072608.1,SRX8600209,N18-04644,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890664,SAMN15315388,simple,573,Klebsiella pneumoniae,N18-04644,,,,,,,no,,,,,NML,SRA1090043,,public,6CCE81A9C109A19FFF95FAC76405D63F,0D1F32F760A2904D5E27F0CBA6825417
SRR12072611,2020-06-23 02:37:14,2020-06-23 02:34:44,1487881,447569543,1487881,300,193,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072611/SRR12072611.1,SRX8600206,N18-04671,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890661,SAMN15315368,simple,546,Citrobacter freundii,N18-04671,,,,,,,no,,,,,NML,SRA1090043,,public,1B016AE50AAF159AA19257F153144ABA,C94CCC23EFB744A8982EFBB4493AF84A
SRR12072401,2020-06-23 01:05:33,2020-06-23 01:03:51,1789799,538501518,1789799,300,218,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12072401/SRR12072401.1,SRX8599958,N20-00953,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890413,SAMN15315373,simple,573,Klebsiella pneumoniae,N20-00953,,,,,,,no,,,,,NML,SRA1090022,,public,3A79A3770619DFC529E1B37CDFC7C311,64BE3C3F142C7A490438CC3436C448DC
SRR12072396,2020-06-23 01:05:33,2020-06-23 01:03:58,1853955,557441639,1853955,300,222,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12072396/SRR12072396.1,SRX8599963,N20-00954,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP268381,PRJNA640134,,640134,SRS6890418,SAMN15315366,simple,158836,Enterobacter hormaechei,N20-00954,,,,,,,no,,,,,NML,SRA1090022,,public,04A07D8C96026FB13C38D950ECCB873C,038C19104A6B38EDE419724CE13F3D7E

