Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR12458768,2020-08-16 16:09:40,2020-08-16 16:05:57,123477,49504871,0,400,37,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458768/SRR12458768.1,SRX8953125,S49,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208289,SAMN15793324,simple,646099,human metagenome,S49,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,B7D3C5DEEA2979E78EEE33D738EC46C4,8A2C08959606E0F0A041A9E89EEA6218
SRR12458781,2020-08-16 16:11:32,2020-08-16 16:06:03,778483,260172433,0,334,197,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458781/SRR12458781.1,SRX8953111,S5,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208275,SAMN15793280,simple,646099,human metagenome,S5,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,7A940EC41FC723567CFEC94DADCD968B,760ED415356F4783077C4CE1050C7493
SRR12458767,2020-08-16 16:09:40,2020-08-16 16:05:57,117859,42017566,0,356,31,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458767/SRR12458767.1,SRX8953126,S50,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208290,SAMN15793325,simple,646099,human metagenome,S50,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,962B82C1C21D881907E242253775B94E,29560195E3066895DAC208A55092F88A
SRR12458765,2020-08-16 16:09:40,2020-08-16 16:05:52,113203,41066869,0,362,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458765/SRR12458765.1,SRX8953128,S51,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208292,SAMN15793326,simple,646099,human metagenome,S51,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,2446CE3485E4404AD84A83A5C51A4992,31C641E0824425ADC8CE4802F7D6779F
SRR12458764,2020-08-16 16:09:40,2020-08-16 16:05:48,113731,32957897,0,289,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458764/SRR12458764.1,SRX8953129,S52,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208293,SAMN15793327,simple,646099,human metagenome,S52,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,6F27545D66E0F0E1DE126B4E95D8F123,15AB4AEBA953BCBEFB5A702B7E993598
SRR12458763,2020-08-16 16:09:40,2020-08-16 16:05:49,132313,39157633,0,295,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458763/SRR12458763.1,SRX8953130,S53,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208294,SAMN15793328,simple,646099,human metagenome,S53,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,32F502BD3D0636FF15DB93D46F3901F0,6992FB58D69DE0F62A52B588B9F7B957
SRR12458762,2020-08-16 16:09:41,2020-08-16 16:05:52,74338,24243519,0,326,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458762/SRR12458762.1,SRX8953131,S54,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208295,SAMN15793329,simple,646099,human metagenome,S54,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,D760AA36BFF6368E3D6ADF28D827F002,44027518FAEAA61B3E47C5898960687F
SRR12458761,2020-08-16 16:07:30,2020-08-16 16:06:17,1264498,328607860,0,259,255,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458761/SRR12458761.1,SRX8953132,S55,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208296,SAMN15793330,simple,646099,human metagenome,S55,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,A56D2AF2553E89D4C17829A9082001AA,516F669000623FB60F5258B37CD7B6EA
SRR12458760,2020-08-16 16:11:32,2020-08-16 16:05:50,108220,34638588,0,320,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458760/SRR12458760.1,SRX8953133,S56,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208297,SAMN15793331,simple,646099,human metagenome,S56,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,59361D9C5D8EC397439785AE6074B1CF,DB4FE494B61AD7BD02579FDA67168D0D
SRR12458759,2020-08-16 16:09:41,2020-08-16 16:05:58,636437,203173536,0,319,153,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458759/SRR12458759.1,SRX8953134,S57,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208298,SAMN15793332,simple,646099,human metagenome,S57,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,3049578618AC659B2B414B47088EB178,10FE5F3274393B835ECFD04BBD7E9CC5
SRR12458758,2020-08-16 16:11:32,2020-08-16 16:05:51,286396,83980831,0,293,67,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458758/SRR12458758.1,SRX8953135,S58,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208299,SAMN15793333,simple,646099,human metagenome,S58,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,36AD9ECADC53C6F04F5AA8652783C63B,53162C8ABE5D90A04F163607E064F363
SRR12458757,2020-08-16 16:11:32,2020-08-16 16:06:04,239664,97132424,0,405,73,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458757/SRR12458757.1,SRX8953136,S59,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208300,SAMN15793334,simple,646099,human metagenome,S59,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,45386BA1E24B9F23CF1B27F6BB8F8361,812D749CB89F6587C5F31A526B156E27
SRR12458766,2020-08-16 16:09:40,2020-08-16 16:05:49,113341,32905907,0,290,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458766/SRR12458766.1,SRX8953127,S6,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208291,SAMN15793281,simple,646099,human metagenome,S6,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,1031D5C942716EFB501140BE227ED522,6FA498DEE8B02FF016C599741E468BEA
SRR12458756,2020-08-16 16:11:32,2020-08-16 16:05:56,484391,172761866,0,356,120,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458756/SRR12458756.1,SRX8953137,S60,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208301,SAMN15793335,simple,646099,human metagenome,S60,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,184DC0DB029C007E59F585C088E91367,1AB984DFF44DE7477B238AA224D68C29
SRR12458754,2020-08-16 16:09:41,2020-08-16 16:05:55,164539,58630275,0,356,43,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458754/SRR12458754.1,SRX8953139,S61,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208303,SAMN15793336,simple,646099,human metagenome,S61,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,B6F5014D99A6862FBB591B420D84A9D0,79F83549014679A5C5D534276603F820
SRR12458753,2020-08-16 16:07:30,2020-08-16 16:05:49,245809,68865468,0,280,53,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458753/SRR12458753.1,SRX8953140,S62,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208304,SAMN15793337,simple,646099,human metagenome,S62,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,A2500B6B7F5F6717ECF5BC05B9D39E07,548C64DD0195243AD840E70953101CBE
SRR12458752,2020-08-16 16:11:32,2020-08-16 16:05:53,309022,104531051,0,338,72,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458752/SRR12458752.1,SRX8953141,S63,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208305,SAMN15793338,simple,646099,human metagenome,S63,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,188CA12775054DB122F0942A19A77065,7D548EAFEE7DBEB0378B8BF585E21893
SRR12458751,2020-08-16 16:09:41,2020-08-16 16:05:51,263801,64008236,0,242,50,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458751/SRR12458751.1,SRX8953142,S64,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208306,SAMN15793339,simple,646099,human metagenome,S64,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,DC0C0D7E9210881F29BFC5B4FF9DF4A3,ED43FABF50FC9B7520A212E6027DB376
SRR12458750,2020-08-16 16:11:32,2020-08-16 16:05:53,289157,84519236,0,292,67,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458750/SRR12458750.1,SRX8953143,S65,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208307,SAMN15793340,simple,646099,human metagenome,S65,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,5A28490D10EC46D63F4BEC0ADC24CB2F,635BD5B20993430E652EC796B2DE719F
SRR12458749,2020-08-16 16:11:32,2020-08-16 16:05:59,570181,205107816,0,359,143,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458749/SRR12458749.1,SRX8953144,S66,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208308,SAMN15793341,simple,646099,human metagenome,S66,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,26768EBBBB7F19FDE3BA486B83DC0003,B95EF2234398D7319C6DAB4EA702EC41
SRR12458748,2020-08-16 16:09:41,2020-08-16 16:06:01,412857,129349861,0,313,91,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458748/SRR12458748.1,SRX8953145,S67,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208309,SAMN15793342,simple,646099,human metagenome,S67,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,D4386F4E6539AAD21A916158361839D7,3ECDFFDC0790BB20902ED1A53EB9F86F
SRR12458747,2020-08-16 16:07:30,2020-08-16 16:06:07,522368,183012970,0,350,128,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458747/SRR12458747.1,SRX8953146,S68,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208310,SAMN15793343,simple,646099,human metagenome,S68,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,03488F2E4E7611E0E921CF35DB252F6F,D8C4098B633312B5D1BE18185E730CC3
SRR12458746,2020-08-16 16:09:41,2020-08-16 16:06:03,881225,244701066,0,277,186,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458746/SRR12458746.1,SRX8953147,S69,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208311,SAMN15793344,simple,646099,human metagenome,S69,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,F2B4042D9E2BABAB0BBA4FCF704ED1FD,3F1A6CDF4F21DC56EF1352C05CFA24C7
SRR12458755,2020-08-16 16:09:41,2020-08-16 16:05:50,87903,25717076,0,292,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458755/SRR12458755.1,SRX8953138,S7,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208302,SAMN15793282,simple,646099,human metagenome,S7,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,BC0C168ECB84008F99B992A59EE1412C,2300D56F0C991FF1C3DDD52FE464FB67
SRR12458745,2020-08-16 16:09:41,2020-08-16 16:06:03,796803,267583279,0,335,184,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458745/SRR12458745.1,SRX8953148,S70,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208312,SAMN15793345,simple,646099,human metagenome,S70,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,6082DF9E9F4771802CE488F1AE18A87F,F68B282B8410D0B328A6813591305F35
SRR12458743,2020-08-16 16:07:31,2020-08-16 16:05:48,162712,45075879,0,277,34,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458743/SRR12458743.1,SRX8953150,S71,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208314,SAMN15793346,simple,646099,human metagenome,S71,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,55DAEE907A055510484CDA71FAB719BC,BB5EE422CCE633F93CC517BAC0CF1607
SRR12458742,2020-08-16 16:07:31,2020-08-16 16:06:10,1379652,429367151,0,311,314,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458742/SRR12458742.1,SRX8953151,S72,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208315,SAMN15793347,simple,646099,human metagenome,S72,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,60ECAB21DF1219703C0E74E12A230E32,6CBEC3B4B47BDC391E7CD4D44033AFB7
SRR12458741,2020-08-16 16:11:32,2020-08-16 16:05:53,43184,15933613,0,368,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458741/SRR12458741.1,SRX8953152,S73,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208316,SAMN15793348,simple,646099,human metagenome,S73,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,164D72BB65D142164BC4B04EBC80E982,952352AB3898E9BD57C89413C4F721E7
SRR12458740,2020-08-16 16:09:41,2020-08-16 16:05:57,298396,116576423,0,390,88,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458740/SRR12458740.1,SRX8953153,S74,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208317,SAMN15793349,simple,646099,human metagenome,S74,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,A4B90AABC2E699E8853774A9248C1EED,6C3D499F265B03AB7551181A7BDA8E48
SRR12458739,2020-08-16 16:11:32,2020-08-16 16:05:58,257702,79967856,0,310,59,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458739/SRR12458739.1,SRX8953154,S75,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208318,SAMN15793350,simple,646099,human metagenome,S75,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,E251466DF23E1673209CF04C2F9CAE98,C54F08CC208717B338BD5E132E5E1122
SRR12458738,2020-08-16 16:09:41,2020-08-16 16:05:55,99534,38327602,0,385,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458738/SRR12458738.1,SRX8953155,S76,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208320,SAMN15793351,simple,646099,human metagenome,S76,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,6544B65F25AFCC48500B457665BAB77D,9922CE5C49A8B1AB974EE4F4FD886D61
SRR12458737,2020-08-16 16:09:41,2020-08-16 16:05:46,109706,29655615,0,270,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458737/SRR12458737.1,SRX8953156,S77,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208319,SAMN15793352,simple,646099,human metagenome,S77,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,02EC24E0784DDE8688BF062DD79C93FE,84A57CBAC8A3FD1B902E0D6FB45FE082
SRR12458736,2020-08-16 16:07:31,2020-08-16 16:05:52,215785,75057243,0,347,57,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458736/SRR12458736.1,SRX8953157,S78,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208321,SAMN15793353,simple,646099,human metagenome,S78,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,6D221AE2B2DD1540398715363A3FF7E7,B65F9F82C0497F1C2F3C109DE5218A52
SRR12458735,2020-08-16 16:09:41,2020-08-16 16:06:00,340167,111795314,0,328,83,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12458735/SRR12458735.1,SRX8953158,S79,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208322,SAMN15793354,simple,646099,human metagenome,S79,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,41FADB7F5A1AD2089466D41FCDBFCF33,FD1BA601D6A6A070295AC9B6FAFDE689
SRR12458744,2020-08-16 16:09:41,2020-08-16 16:05:48,147845,42792418,0,289,34,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458744/SRR12458744.1,SRX8953149,S8,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208313,SAMN15793283,simple,646099,human metagenome,S8,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,D64E801E913B31EEC437C0672CD94D2D,BE2C5152F42F5D2F5C0E34C133A7A1D6
SRR12458819,2020-08-16 16:07:30,2020-08-16 16:06:07,194946,66122850,0,339,49,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458819/SRR12458819.1,SRX8953074,S80,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208238,SAMN15793355,simple,646099,human metagenome,S80,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,5E066090408F7242219C02E73092FF7D,B93733AA606675F07B01480E82D9E42D
SRR12458817,2020-08-16 16:11:32,2020-08-16 16:07:37,667006,226254918,0,339,171,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12458817/SRR12458817.1,SRX8953076,S81,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208240,SAMN15793356,simple,646099,human metagenome,S81,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,2B9B33C2F3AB044D83CE9A8476CFB130,89A4DE5DEF7C7E8E37B75E41D794B62C
SRR12458816,2020-08-16 16:09:40,2020-08-16 16:06:04,332546,105891070,0,318,84,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458816/SRR12458816.1,SRX8953077,S82,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208241,SAMN15793357,simple,646099,human metagenome,S82,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,01F338848C184DCAE50F51CDF90D44F8,2CE2575200E9294FEE91474A024784D1
SRR12458815,2020-08-16 16:11:32,2020-08-16 16:05:52,263102,68612559,0,260,54,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458815/SRR12458815.1,SRX8953078,S83,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208242,SAMN15793358,simple,646099,human metagenome,S83,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,D5D0F0B9B033AC6710D1145C5CCF9D89,270C39AE88850D49F81C6BBB800300CA
SRR12458814,2020-08-16 16:07:30,2020-08-16 16:05:49,168807,39674026,0,235,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458814/SRR12458814.1,SRX8953079,S84,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208243,SAMN15793359,simple,646099,human metagenome,S84,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,148866AF0CD7A2535F784B98F89081DD,81DA279521C8451C92C178631F2D0456
SRR12458813,2020-08-16 16:09:40,2020-08-16 16:05:55,328492,94231278,0,286,69,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458813/SRR12458813.1,SRX8953080,S85,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208244,SAMN15793360,simple,646099,human metagenome,S85,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,6B5E3F76A40F81F68BDE3D0B85E06AA6,50F12A6BF1D285965B33CB41A1B021A1
SRR12458818,2020-08-16 16:09:40,2020-08-16 16:06:00,88555,25087364,0,283,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12458818/SRR12458818.1,SRX8953075,S9,AMPLICON,RANDOM PCR,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP217443,PRJNA558701,,558701,SRS7208239,SAMN15793284,simple,646099,human metagenome,S9,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SRA1113299,,public,E050B16E54F36AC86E69DBFD98BF45F3,D62C16AE78895CF6D3CB5E605005208E

